text,username,timestamp
"Ghanaians in UK, what are the average monthly bills in your city?

Rent: £
Council Tax: £
Energy: £
Water: £
TV license: £
Transport: £
Wifi/data: £
Groceries: £
Clothing: £
Entertainment: £

https://t.co/uzD0BvLNXv",CediRates,Sun Aug 06 09:48:14 +0000 2023
"NO! Rishi Sunak, I’ll tell you what most of us are up against;
Essential bills like #mortgage #rent #energy #water #counciltax #groceries #fuel … that we can’t pay. 

Have you EVER, EVER received a bill that you didn’t have the means to pay? Have you? No! Thought not! 

#r4today",Baffled Ape,Sat Jul 29 07:51:31 +0000 2023
"NO Rishi Sunak, I’ll tell you what most of us are up against;  Essential bills like #mortgage #rent #energy #water #counciltax #groceries #fuel … that we can’t pay.
Have you EVER, EVER received a bill that you didn’t have the means to pay? Have you?
No! Thought not!
#r4today",Baffled Ape,Thu Jul 27 07:23:41 +0000 2023
"NO Rishi Sunak, I’ll tell you what most of us are up against;

Essential bills like #mortgage #rent #energy #water #counciltax #groceries #fuel … that we can’t pay. 

Have you EVER, EVER received a bill that you didn’t have the means to pay? Have you? 

No! Thought not!",Baffled Ape,Wed Jul 26 10:42:54 +0000 2023
"Rent - £990(Salford Quay)
Council Tax 
Energy - inclusive 
Water - inclusive
TV license - inclusive
Transportation - £50
Wifi/mobile date - £12
Groceries -£100
Clothing - £50(klarna spread)
Entertainment - £100",Peraisakop DaddyCoco,Thu Jul 20 10:41:38 +0000 2023
"Luton (Student )

Rent £550 (Bill inclusive )
Council Tax NA
Energy NA
Water NA
TV license NA
Transportation : £80 (to Work only)
Wifi/mobile data: £10
Groceries : £50
Clothing : £ 100 every 3 months 
Entertainment: prime £5",Educated Sallaf🌛,Tue Jul 18 11:22:45 +0000 2023
"Walsall

Rent. 575
Council Tax   140
Energy  100 to 240 depending on season
Water 12
TV license      I no dey watch tv
Transportation 100 to 200
Wifi/mobile date 40
Groceries       200
Clothing          lol
Entertainment lol
PS: flat with family",MAYOR OF THE SOUTH WEST,Mon Jul 17 21:19:43 +0000 2023
"Rent - 495
Council Tax - 0 
Energy - 0
Water - 0
TV license - 0 
Transportation - 61
Wifi/mobile date - 10
Groceries - 60
Clothing - 100
Entertainment - 50",Blackhole,Mon Jul 17 21:13:53 +0000 2023
"London 

Rent £800
Council Tax inc
Energy £35 
Water inc
TV license NA
Transportation £150
Wifi/mobile date Wi-Fi inc/ mobile data £60
Groceries £200
Clothing  £100
Entertainment £500",Magnificient Daddy PhD,Mon Jul 17 20:12:55 +0000 2023
"Rent : 650
Council Tax : 110
Energy : 120
Water : 50
TV license : NA
Transportation : 500
Wifi/mobile date : 42
Groceries : 200
Clothing : 200
Entertainment: 250",𝙰𝚍𝚎𝚝𝚘𝚕𝚊,Mon Jul 17 20:02:23 +0000 2023
