text,username,timestamp
"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024
"Glasgow 

Rent 2bedroom £750
Council tax £177
Energy and water bills £143
TV license £15
Transportation £100
WiFi+mobile data £30
Groceries (family of 4) £350
Clothing £100
Entertainment £80
Black tax £500",Kunle,Sun Jul 16 20:38:58 +0000 2023
in england you have to pay a whole ass other bill for water. water! in scotland it's just part of your council tax! you don't even notice it!,𝔐𝔞𝔤𝔫𝔢𝔱𝔰 🧲,Sat Apr 02 18:29:06 +0000 2022
"Moving to Scotland check list: 

— get a visa 
— get a bank account 
— get a licence to watch TV in your own home https://t.co/2Eq8CL3bs9",SOPHIE,Mon May 27 13:10:29 +0000 2024
"Council Tax for 2024/25 has been frozen at the 2023/24 charge. If you have received your Council Tax bill and you are wondering why it has gone up, it is due to a Scottish Water increase for water supply and waste water.

More info: https://t.co/rXImkxDtO3 https://t.co/rIJiaQ2o5W",Aberdeen City Council,Mon Mar 18 18:01:06 +0000 2024
Council tax? Water? Electric? Heating? Internet? TV license? Phones aren't £15/m btw. Belongings? Toiletries? Medications? Avocados?,Nat,Tue Mar 02 15:41:10 +0000 2021
"There will be valid reasons why ScotGov’s paying council tax and TV licences for some properties. Others require further explanation, yet none forthcoming … https://t.co/YNwh96b335",Aviemore,Thu Aug 10 09:09:53 +0000 2023
"@AnnieWellsMSP And how much have they gone up south way??? Ours have been frozen for 3 years and bedroom tax is not law,Why do we send water,electricity and gas to wastemonster and have to pay more to have it returned from where it came from,to finish l will always vote SNP not robbing us blind",fiona Extremist💙🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪✊,Tue Jul 25 12:33:54 +0000 2023
"Our council tax in Aberdeen is almost £4,000 per annum. What do I get for that…..almost nothing. Aberdeen is in one sorry state, as is the rest of Scotland after 17 miserable years of the SNP. Insanity is doing the same thing over and over and expecting different results.",Becky Argyle,Tue Jun 11 15:42:49 +0000 2024
@BBCRadioScot Yes because my council tax is £500 less than it would be in England. I don't have £400 to pay for water. I can travel free on a bus. I don't pay for prescriptions or further education for my children. No chance of BBC reporting that though.,Alex MacLeod 🌻,Mon Sep 26 08:12:14 +0000 2022
@CSBlackett I totally agree with that statement I’m on UC aged 60 years young after paying essential bills fuel prepayment meter council tax. My water rates taken direct from UC  I have £1.80 left for food a week Just had a letter my TV licence has been cancelled,Alyson,Thu Apr 21 20:55:34 +0000 2022
"Imagine living in a backward country that forces you to pay a tax for television that is extremely right wing?

Thanks English gov.",Jan Venegoor of Spain,Fri Mar 10 19:27:37 +0000 2023
"@AndrewH56488884 @AustinRSheridan Scrapping council tax will starve the council of money,electricity and gas are reserved policies along with broadcasting and the TV licence.",Derek McGillivray 🏴󠁧󠁢󠁳󠁣󠁴󠁿😎,Fri Jul 12 18:55:38 +0000 2024
@rainie1410 Do 45% of Scots use no energy? VAT is charged on that. Do 45% of Scots never buy anything? VAT is charged on that? Are 45% of Scots unemployed. Because if they're not they pay IT and NICs. Do 45% of Scots not pay council tax? Insurance premium tax? Alcohol/tobacco/petrol duties.,Staples,Fri Nov 04 16:50:53 +0000 2022
"@gamecenarblx Hahahaha, in the UK we have the “TV license” 
I think, the majority don’t pay it. At least in Scotland anyway.",Hugh Jarse,Thu Jul 11 05:51:06 +0000 2024
"Aberdeen Council tax to increase by 4%, our car parking permit to increase from £60 to £200 and £30 for garden removal permit. We are retired &amp; presently pay over £3,600 per annum council tax. I honestly don’t know what we are paying for as our city is so neglected.",Becky Argyle,Tue Feb 14 08:49:20 +0000 2023
"@iris_frs @RedYoungTYR Water bills are still a thing even though you pay it as part of your council tax, I’ve just left Scotland. Our council tax bill went up this year because the water part went up, even though the council tax itself is frozen.",Maria King,Thu Jul 11 18:41:01 +0000 2024
"Our council tax in Aberdeen is already £3,500 per annum, how much more can they squeeze out of us…….our pips are seriously squeezed dry.",Becky Argyle,Fri Oct 01 07:58:22 +0000 2021
"We chat with NDP Leader Claudia Chender to find out more about her party calling on the Houston government to cut the grocery tax and help families afford food. In NS, sales tax isn’t charged on food items classified as ‘basic groceries’ but many grocery items are still taxed. https://t.co/4rJx5uKTSb",Global Halifax,Wed May 24 13:26:39 +0000 2023
"For every Nilespecial you take this afternoon , you will be  paying ugx 475 as tax . Let’s drink more , AAA wants ugx 400M at the end of next week for Easter . https://t.co/Z4yCI0SIG0",Abbott,Sun Mar 24 11:23:17 +0000 2024
"Finance Minister Muhammad Aurangzeb on Thursday claimed that the middle class can pay 18% sales tax on packaged milk and the salaried persons can also bear an increase in income tax. He; however, ducked a question on furnishing a surety about not bringing a mini-budget even after",Shahbaz Rana,Fri Jun 14 02:15:42 +0000 2024
"You see a lot of labour reps taking aim at PBP for voting not to increase the property tax. 

Their argument is we need services etc.. 

We are in an unprecedented cost of living crisis but if I’m not mistaken that was also their stance for the need to introduce water charges! 🙃 https://t.co/PVZGSsWr6y",Bernard Mulvany 🥑,Tue Oct 03 05:30:12 +0000 2023
"This coming from a party that wanted to tax people for water.

Never forget what @labour tried to introduce when last in government &amp; what they stood behind &amp; what they still believe was the correct thing to do.",Brendan Byrne,Sun Oct 29 00:58:00 +0000 2023
"Let's say the salary is 200k
30% tax on 100k =170k (it depends 25-30%) I heard the first 100k doesn't count. 
Monthly bills
Water board: if it's 15k then you pay K2,475 (16.5% tax)
Escom: if it's 20k then you pay K3,300 (16.5% tax) 
Tax on Groceries 💔

Open for corrections!! 🤝",Shane Kondowe,Sun Jul 02 04:59:18 +0000 2023
Virginia Residents Will See Taxes On Groceries And Personal Hygiene Products Reduced Beginning Jan. 1 https://t.co/dFwpMlYqzz https://t.co/5LmllDEDj7,Baller Alert 🚨,Mon Jan 02 00:35:35 +0000 2023
"Mazoe is cheaper in South African supermarkets because the South African Government is not on heat looking for taxes in crazy places.

What makes goods and services expensive in Zimbabwe are the punishing taxes imposed on Zimbabweans by the Government.

Zambian goods that pass",Hopewell Chin’ono,Thu Feb 15 16:18:38 +0000 2024
Husband bought a 6 pk of river rock water in @dunnesstores for €6 the very same 6 pk a month ago cost €3.50. He was then charged an extra €1.50 government tax. I’m fûcking fuming. Well fuck that all them fucking bottles will be collected &amp; fucked back in that machine FUMING.,Angela 🇮🇪 🌸,Fri Feb 23 19:41:41 +0000 2024
"This POS had a 12k grocery bill a month and $300 alone for water bottles. 

This guy feels zero pain, is a grocery tax coming? 

#TrudeauWorstPMEver",NBegin💎,Thu Sep 14 22:01:01 +0000 2023
Waitrose has followed Tesco's lead and started paying tampon tax for customers https://t.co/Vxv6NitLwG https://t.co/c46OGMAZct,Stylist Magazine,Thu Aug 10 13:32:01 +0000 2017
Ontario to make groceries even more expensive with new 'pop can tax' this spring https://t.co/T74uZaP3K1 #Ontario #Tax,blogTO,Fri Feb 10 23:00:01 +0000 2023
"Bedford Council, @BedfordTweets is set to increase council tax by a record 4.99%, the maximum they can increase council tax without triggering a referendum. This rise comes at a time when household budgets are already under pressure.

Also, as other councils are effectively",Peter It’s McComing Home 🏴‍☠️,Fri Jan 26 20:42:05 +0000 2024
Nearly a tax free shop. VAT on cleaning products etc and wine. But none on processed/junk as none.  Because no tax on real food… just wiping your bum after! https://t.co/JOacwTb6Uu,Liz Kershaw,Thu Apr 25 12:22:43 +0000 2024
"I had to re-read the notice below. One would think it’s for any Zimbo importing a space shuttle. But nope, it’s for groceries. The GOV is making people pay tax on food already taxed in another country. @edmnangagwa - you failed. Why don’t you do the decent thing and step down. https://t.co/dBpwaz4fbk",Max Lion,Mon Jun 01 15:20:55 +0000 2020
@DPR_Circulon @wabbitwarrior Right now at the LCBO bottle cost $10 they sell for $20 plus tax the profit plus tax goes to the province … in the grocery store only the tax goes to the province the $10 goes to the grocery store .. understand?,David McKay,Tue Jul 09 02:26:31 +0000 2024
Just got my motor tax reminder. Guess that means I've paid for my water already this year so? #Right2Water #mar21,Joan Byrne 🐝,Wed Mar 04 13:08:01 +0000 2015
We can't even get regular water supplies in our homes at a time we are facing a pandemic and we are being told to our faces that we are still not being taxed enough and we should compare our taxes to those of Europe. We would gladly pay these taxes if it was not being stolen.,Fredrick Nyambare 🐐,Tue Mar 16 14:54:44 +0000 2021
"I fully agree with Myleene Klass, they'll be taxing water next! probably call it ""water rates"" and send you a monthly bill!, it's madness!!!",George Bernard Shaw,Tue Nov 18 15:15:03 +0000 2014
"I pulled this info from the internet - just so people stop screaming about taxes on Groceries - these items of grocery - no tax:
*breads and cereals
*dairy products (unflavoured milk, cheese, butter, cream, sour cream, yogurt)
*eggs
*fish
*all fruits
*meat (beef, poultry, pork /1",Cheryl in Nova Scotia 🍁🇨🇦🦞,Mon Sep 18 13:12:22 +0000 2023
"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024
"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2023)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £100
Water £40
TV license £15
Transportation £150
Wifi/mobile date £60
Groceries £300
Clothing £300
Entertainment £200

Total £1975",SK 🇬🇧🇬🇧,Sat Jul 15 17:19:11 +0000 2023
"Birmingham:

Rent: £975
Council Tax: £180
Energy: £100
Water: £28
TV license£ 0
Transportation: £200
Wifi/mobile date: £80 (my phone plus wifi at home)
Groceries: £250
Clothing: £300-£500
Entertainment: £200",nwamaka.,Sun Jul 16 11:58:37 +0000 2023
"Average monthly bills for a bachelor in the UK (location Birmingham)

House rent £500 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £70
Water £40
TV license £15
Transportation £110
Wifi £25
Mobile data £20
Groceries £200
Clothing £300
Miscellaneous £100

Total £1490",SK 🇬🇧🇬🇧,Wed Jun 22 22:34:58 +0000 2022
"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023
"Birmingham 
Rent  £435  (studio)
Council Tax N/A
Energy £100
Water N/A
TV license N/A
Transportation Bus £55 
Wifi/mobile date £45 (2phones 1broadban)
Groceries £150
Clothing £80
Entertainment £100
Average £900 - £1000 monthly",Anuoluwaposimi,Mon Jul 17 16:52:59 +0000 2023
"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024
Bought my Laptop. Paid the tax. Paid for Netflix. Paid for Internet connection. Paid the Vat on that too. I also pay for my electricity. Pay the VAT on that too. They think I will pay Tubridy wage too???? Never. I have paid for what I watch already. No interest in fair City ta.,Mal-Paull,Mon Aug 05 09:52:53 +0000 2019
"Average monthly bills for a couple in the UK (Birmingham July 2023)

Rent £1000 (2 bed apartment)
Council Tax £124
Energy (gas/electric) £100
Water £40
TV license £15
Westmidlands Bus Pass  £55 x2 
Wifi 30
Mobile  £10 x2 
Groceries £300
Misc £200
Entertainment £200

Total £2139",🌍 A!,Sat Jul 15 17:59:08 +0000 2023
"Rent— £1,300
Council Tax — let me ask my husband 
Energy— £500
Water— £150
TV license -£0
Transportation- £0, I work from home
Wifi/mobile date— £200
Groceries— £700
Clothing —£500
Entertainment —I’m an introvert 

🌚🌚",Opeyemi Feyisike 🧣🧣,Sun Jul 16 19:07:17 +0000 2023
"Thames Water want £228 per month
British gas want £600 per month
Tv licence want 40+ per month
Bt want £108 per month ( I need my phone/Internet as its my life line)
2 of my children get £10 top each the months I can afford.
I support 5 people and get help with 3 of us from UC.",Lina,Sat Jul 13 10:26:57 +0000 2024
"Rent - £1500
Council tax - £150
All Utilities - £350 (3rd party means energy/water usage will go up)
Wifi/Netflix/Prime - £70
Actual Cost of Renting - £2,070

3rd party pays £800, owner of house pays £1,270",Dave,Fri Feb 09 09:37:19 +0000 2024
"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023
"🤣🤣🤣🤣🤣🙄

Just had a call from the Housing Office
And guess where I'm going?
In the next street!!
Rent, Council tax, Water, Gas, Electric will
be paid. I am paying everything myself here
Just utter madness..",Duchess Taya of England,Fri Mar 08 16:58:31 +0000 2024
"So far
Council tax up £30.00 a month
Electricity up 50% and rising
Petrol  - Yikes and rising
Domestic oil - 3 X the price and rising
Food/consumables - big rise
Water rates - up
Insurances - up

Income - Unchanged https://t.co/Yzghoe3h2g",sue#NHSLove💙💙💙#FBNHS #GeneralElectionNow,Mon Mar 14 11:23:36 +0000 2022
"Ian Collins asks if people living in ‘bankrupt’ Birmingham should have to pay for the ‘incompetence and negligence by officials’ as council tax there is set to go up by 21%.

@iancollinsuk | #TalkTV https://t.co/MRqhMuSEhZ",Talk,Tue Feb 20 16:05:04 +0000 2024
"It is honestly outrageous how much more expensive EVERY single thing is living in Birmingham, whether it is justified or not. As if it isn't bad enough having to be trapped in this hellhole already they tax you so greatly in other ways to make it harder and harder to escape!",Em x,Tue Jul 09 07:40:17 +0000 2024
"TWO more vulnerable women prosecuted for non-payment of her TV license fee. One woman w/mental health issues, another a mum w/four children on Universal Credit + struggling to pay existing debts, paying a fine means not feeding her kids.

Thanks to Tristan for reporting these ⬇️",David Challen,Mon Nov 13 11:04:07 +0000 2023
"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023
perhaps if councils didnt keep outsourcing services to corporations they might not be bankrupt. Bham residents set to pay 21% more tax for dimmed street lights and no bin collection? Sounds legal! Taxation = legal theft. And they could be future govt? https://t.co/jJd2y9uMzi,Malfie does not consent,Tue Mar 05 22:54:37 +0000 2024
"Bolton

Rent: 400 (All bills)
Council Tax: 0
Energy: 0
Water: 0
TV license: 0
Transportation: £30 (I dey trek die)
Wifi/mobile date: £50
Groceries: £60
Clothing: 0 (I carry cloth come UK)
Entertainment: 0 (You will drink juice from the groceries)

Total: £540",oluwafemi,Sun Jul 16 20:10:00 +0000 2023
"Today's average price increases

Council Tax £106
Water bill £27
Broadband 7.9%
TV License £10.50
Road Tax at least £10
Stamps 10p
Standing Charge 13%

More than triple the average 'tax cut' that Hunt gave you.",BladeoftheSun,Mon Apr 01 15:29:27 +0000 2024
"I fact checked @BernieSpofforth's tweet that meter readers are expected to snoop on TV licence dodgers. It appears to be true. 

An employee review refers to 'You will also have to deliver debt letters to utility customers &amp; TV license letters to households without a license.' https://t.co/74L7L3AEJp",David Atherton,Fri Feb 17 08:35:53 +0000 2023
"People forget that when you rent a property it isn’t ONLY rent you have to pay for!!

Household bills:
TV licence
Gas
Electric
Water
Council Tax
Broadband
A TV package of some kind (Sky, BT or Virgin)

Then there’s food shopping which adds up quickly!!!

Then you have to think",Photographer,Sun Jan 27 12:49:44 +0000 2019
"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024
#counciltax rent and council tax should be frozen during this period end of and as for tv licence they can go suck a fuck as i dont use any bbc channels,Adam Middleton,Thu Apr 02 07:19:35 +0000 2020
"I'd love to write thne reply

errr boo hoo hoo I can't afford an 85 inch TV but there is no sigh of the government taking VAT off them
I'm pushed to my limit having to watch my old 65 inch screen https://t.co/VOBjlvWCCp",Michael Bolton,Mon Jul 08 19:51:49 +0000 2024
"I’m not disabled, or elderly nor do I have children to worry about, so I’m aware I am so much more fortunate than many BUT what do I not pay? Power? Mortgage? Insurances? Council tax? Water? I mean that’s where we are isn’t it?5/10
#BigPowerOff3 https://t.co/wnfTaQWL3c",Tyfanwy Prudence McPrude,Sat Apr 23 22:58:59 +0000 2022
"* Income tax
* National Insurance contr @9% (Just another word for more tax)
* Road Tax
* Councill Tax
* TV license (Another fancy way of saying TV tax)
*Value added tax (VAT on all the food we buy 
* Student loans with interests

We are being screwed",Mohamud Salhan,Mon Sep 06 09:11:49 +0000 2021
"No Theresa, because you’re giving it to one hand and taking it out of the other.
Council Tax ⬆️
Gas and electricity ⬆️
Prescriptions ⬆️
Water rates ⬆️
TV Licence ⬆️
More Tory Lies.
#NeverTrustATory
#JC4PM2019 🌹🌹🌹",Jules #FreePalestine🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,Mon Apr 01 14:59:05 +0000 2019
"What complete nonsense. So, they don’t drive, don’t pay bills, haven’t bought a house, don’t rent, have never travelled abroad… come on @jessphillips 🙄 or are you talking to people who aren’t Brits?",Henry Bolton OBE 🇬🇧,Mon Jun 03 04:57:00 +0000 2024
"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023
"It’s starting....2 letters this week. Water Rates...UP
HA Rent.....UP.  Next week...almost certainly Council Tax.....UP. Energy bills set to rise. And the cost of Food &amp; over the counter medicines rising &amp; not by a pittance either. The govt are strangling the life out of us.",Senga 85..Free Palestine. 🇵🇸🇵🇸🇵🇸 🇾🇪 JFT97.,Wed Mar 03 18:38:12 +0000 2021
"I tweeted this👇 only to get numerous replies from ""leftist"" &amp; #FBPE folk calling me a plonker, saying  ordinary people don't pay upper rate income tax. They clearly dont care about council tax or NI. That tells me they don't care about ordinary folk, only about bashing the haves https://t.co/30x4rFJY4N",Henry Bolton OBE 🇬🇧,Thu Nov 10 16:52:17 +0000 2022
"I fancied fish and chips tonight but instead I'm working my way through dried pasta &amp; sauce in the cupboard, as my service charge tops £223 a month for an unsaleable one bedroom apt in Bolton. The attempt to squeeze £10.5k per leaseholder on a section 20 will push many too far.",orwellvalley,Tue Sep 05 17:09:27 +0000 2023
"Great news Energy £3600, council Tax £1500, water £800
A year. thankfully illegal migrants will not have to pay this
Great isn't it ! At least the pensioners will die this year from the cold and not see the country turn Islamic !",George phill,Fri Aug 26 18:33:44 +0000 2022
@bbcquestiontime Decriminalise the non-payment of TV licences and council tax - About 100 people go to prison every year because they owe council tax. Those sent to prison for council tax debt are very seldom offered the opportunity to challenge the magistrates’ decision to impose custody.,Baron Andy of Sealand,Fri Jul 12 09:48:09 +0000 2024
Council tax? Water? Electric? Heating? Internet? TV license? Phones aren't £15/m btw. Belongings? Toiletries? Medications? Avocados?,Nat,Tue Mar 02 15:41:10 +0000 2021
"@NIUKCommunity Bolton

Rent £695 2bed house
Council Tax £108
Road tax £3
Energy £106
Water £24
TV license £13
Transportation £90 (Car fueling)
Wifi/mobile data £47
Groceries £150
Clothing (the ones we have still dey ok)
Entertainment £50

Total: £1286",20-10-2020... #Lekkitollgatemassacre,Sun Jul 16 19:40:07 +0000 2023
"Welcome to the UK where peasants not only pay to watch their own TV'S, but also pay the energy companies up to &amp; over £1 per day for ABSOLUTELY NOTHING, it's called a standing charge, or highway robbery and their gov't allows it. #CostOfLiving
@UKLabour
https://t.co/iPXTh9YEt6 https://t.co/HmQVMPzRfD",Euen Herbert #Windrush #ToriesOut #FBPE,Fri May 24 07:18:32 +0000 2024
"I thought someone was joking but there's actually an income tax on electricity bill, sales tax, extra tax and further tax
What is this circus? https://t.co/3fP3u68Ag4",Nadia,Mon Aug 28 14:33:17 +0000 2023
"Bills I have to settle by next week🤦🤦

Rent - 6500
KPLC Token - its free 
WiFi - 2000
Child support/fees -N/A
Water - free
Black Tax - black tax ni ndoe
Sacco - N/A
Loans -1000
Mum's shopping - ako na bwana 
My shopping -10,000

Total - Ksh 19,500  simple life 💜

You?",Wambui Murindo,Mon Jan 29 15:13:01 +0000 2024
"In the 80s and 90s,

It was mandatory for every household to:

- Pay TV tax

- Pay Radio tax

- Pay chicken &amp; cows tax

- Pay crop &amp; trees tax

- Pay bicycle tax

- Pay birth tax

- Pay funeral tax

- Pay ruling party (KANU) membership tax

We've come from far.

#BetterTogether",Eric,Tue Jun 06 10:30:33 +0000 2023
