text,username,timestamp
"Monthly expenses   
Rent - 15 cents 
Car payment/ subscription - 3 cents - 10 cents 
Energy - 5 cents Water - 2 cents 
Groceries - Free 
Education - Free 
0 income taxes *possible consumption tax  (AGI will make this a reality)",Moist_Chemistry1418,Mon Aug 21 18:18:36 +0000 2023
"@rationalaussie @SpencerKSchiff Monthly expenses 

Rent - 15 cents
Car payment/ subscription - 3 cents - 10 cents
Energy - 5 cents
Water - 2 cents
Groceries - Free
Education - Free
0 income taxes
*possible consumption tax

(AGI will make this a reality)",The Observer,Mon Aug 21 17:54:29 +0000 2023
"Ghanaians in UK, what are the average monthly bills in your city?

Rent: £
Council Tax: £
Energy: £
Water: £
TV license: £
Transport: £
Wifi/data: £
Groceries: £
Clothing: £
Entertainment: £

https://t.co/uzD0BvLNXv",CediRates,Sun Aug 06 09:48:14 +0000 2023
"@NIGERCommunity City: Darmstadt 

Rent: 415 euro (energy,water and internet included)

Radio license: 9 euro
Transportation; semester ticket covers me 
Tax: not sure of the amount but it’s little 
Mobile data: 13 euro
Groceries: 200
Clothing: 🤔
Entertainment: it depends",Evalsam Etta,Thu Aug 03 20:15:55 +0000 2023
"Rent - £990(Salford Quay)
Council Tax 
Energy - inclusive 
Water - inclusive
TV license - inclusive
Transportation - £50
Wifi/mobile date - £12
Groceries -£100
Clothing - £50(klarna spread)
Entertainment - £100",Peraisakop DaddyCoco,Thu Jul 20 10:41:38 +0000 2023
"Luton (Student )

Rent £550 (Bill inclusive )
Council Tax NA
Energy NA
Water NA
TV license NA
Transportation : £80 (to Work only)
Wifi/mobile data: £10
Groceries : £50
Clothing : £ 100 every 3 months 
Entertainment: prime £5",Educated Sallaf🌛,Tue Jul 18 11:22:45 +0000 2023
"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024
"@NIUKCommunity Birmingham 
Rent  £435  (studio)
Council Tax N/A
Energy £100
Water N/A
TV license N/A
Transportation Bus £55 
Wifi/mobile date £45 (2phones 1broadban)
Groceries £150
Clothing £80
Entertainment £100
Average £900 - £1000 monthly",Anuoluwaposimi,Mon Jul 17 16:53:19 +0000 2023
"Birmingham 
Rent  £435  (studio)
Council Tax N/A
Energy £100
Water N/A
TV license N/A
Transportation Bus £55 
Wifi/mobile date £45 (2phones 1broadban)
Groceries £150
Clothing £80
Entertainment £100
Average £900 - £1000 monthly",Anuoluwaposimi,Mon Jul 17 16:52:59 +0000 2023
"@maverickhills @NIUKCommunity Birmingham 
Rent 2bd - £1,000
C Tax - £137
Energy - £236
Water £52
TV licence - Nil
Transport- £46
Wifi/Mob : £30
Groceries(family of 3) - £400
Clothing - £200
Entertainment- £300",Vìncēnté Dà Vīncí,Sun Jul 16 22:25:33 +0000 2023
"@NIUKCommunity Dudley uk (15min drive to Birmingham)
Rent       £650  (2bed )
Council Tax  £110
Energy      £150
Water        £40
TV license  £15
Transportation £72 (to fill my tank twice a month)
Wifi/mobile date  £24 and £12
Groceries    £200 
Clothing   Not monthly 
Entertainment  £150",dare™️,Sun Jul 16 19:57:17 +0000 2023
"@NIUKCommunity Birmingham 

Rent: 650
Council Tax-
Energy-140
Water-27
Tv licence-
Transportation-100(fuel)
Wifi-25. Mobile-15
Groceries -200
Clothing-100
Car insurance-200
Entertainment-100",Odon,Sun Jul 16 17:27:00 +0000 2023
"@NIUKCommunity Birmingham 
Rent 820 (3bed)
Council Tax: 140 - 170
Energy 165
Water : 35
TV license: nil
Transportation: 100
Wifi/mobile date : 95
Groceries: 500 (family of 4)
Clothing: 200
Entertainment: 100",Obiclayz,Sun Jul 16 12:32:36 +0000 2023
"Birmingham:

Rent: £975
Council Tax: £180
Energy: £100
Water: £28
TV license£ 0
Transportation: £200
Wifi/mobile date: £80 (my phone plus wifi at home)
Groceries: £250
Clothing: £300-£500
Entertainment: £200",nwamaka.,Sun Jul 16 11:58:37 +0000 2023
"Average monthly bills for a couple in the UK (Birmingham July 2023)

Rent £1000 (2 bed apartment)
Council Tax £124
Energy (gas/electric) £100
Water £40
TV license £15
Westmidlands Bus Pass  £55 x2 
Wifi 30
Mobile  £10 x2 
Groceries £300
Misc £200
Entertainment £200

Total £2139",🌍 A!,Sat Jul 15 17:59:08 +0000 2023
"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2023)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £100
Water £40
TV license £15
Transportation £150
Wifi/mobile date £60
Groceries £300
Clothing £300
Entertainment £200

Total £1975",SK 🇬🇧🇬🇧,Sat Jul 15 17:19:11 +0000 2023
"Average monthly bills for a bachelor in the UK (location Birmingham)

House rent £500 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £70
Water £40
TV license £15
Transportation £110
Wifi £25
Mobile data £20
Groceries £200
Clothing £300
Miscellaneous £100

Total £1490",SK 🇬🇧🇬🇧,Wed Jun 22 22:34:58 +0000 2022
"Iyana Coventry 
Rent 2bd £4,000
Energy - £220
Water £70
TV licence - £40
Transport- £300
Wifi/Mob : £200
Groceries - £400
Clothing - £400
Entertainment- £300

Car insurance £159
Vehicle tax £30",HAKEEM,Mon Jul 17 09:41:49 +0000 2023
"@NIUKCommunity Coventry 

Rent - £1200 (3 bed) 
Council Tax - £110
Energy - £150 (Gas and Electric)
Water - £27
TV license - N/A
Transportation - £200 (fuel) 
Wifi/mobile date £44 (WiFi) £15 (mobile)
Groceries - £150
Clothing - £50
Entertainment - £100 

Total £2046 🥹",Kvng_fuad,Sun Jul 16 09:33:11 +0000 2023
"What is the average monthly bills in your city? 
Bristol 

Rent £700
Council Tax (NIL)
Energy NIL
Water NIL
TV license NIL
Transportation £150-200
Wifi/mobile date £20
Groceries £50-100
Clothing (depending on the month)
Baddies £100-200
Entertainment £50
Black Tax £200-300",AKIN’s 🇬🇧 🇳🇬,Mon Jul 17 13:31:03 +0000 2023
"@NIUKCommunity Bristol 
Rent 3bd £1,500
C Tax - £176
Energy - £186
Water £56
TV licence - £39 then £20 I think
Transport- £120 fuel
Wifi/Mob : £30+£70(phone contr)
Groceries - £500 (family)
Clothing - £150 (450 quarterly)
Entertainment- £100

Car insurance £85
Vehicle tax £28",Akeem Alabi,Sun Jul 16 09:30:20 +0000 2023
"@NIUKCommunity 3 bed Loughborough 

Rent -1000
Council Tax - 122
Energy - 250
Water -40
TV license - 23
Transportation - 150 (big family)
Wifi/mobile date - 28
Groceries - 350
Clothing - 100
Entertainment - 100",It is WELL,Sun Jul 16 08:54:38 +0000 2023
"@NIUKCommunity Manchester 

Rent -450(shared)
Council Tax (inclusive
Energy (inclusive 
Water  ( inclusive 
TV license  (none
Transportation ( 80 bus pass per month
Wifi/mobile date  (30p per month 
Groceries 60 
Clothing  once in 6months 
Entertainment none",mhzponesh,Mon Jul 17 07:52:55 +0000 2023
"@NIUKCommunity Oldham, Manchester
Rent - 2Bed £675 
Council Tax - £111
Energy - £180 - £200
Water - £22
TV license - £0
Transportation - £80(monthly bus pass)
Wifi/mobile date - £48(Broadband + 2 Mobile)
Groceries - £100 
Clothing - I never start
Entertainment - £38 per year (PS plus Sub)",Wale Blvck,Mon Jul 17 07:43:02 +0000 2023
"@NIUKCommunity Stockport, Manchester 

Bachelor

Rent: £900 (2 bd)
Council Tax: £124
Energy: (Gas &amp; Electric)£200
Water: none
TV license: £13.25
Transportation: £200
Wifi/mobile data: £55
Groceries: £200
Clothing: open
Entertainment: (Apple TV+, Netflix, Prime, Cinema): £70

Total: £1762.25",Eghosa,Sun Jul 16 13:08:26 +0000 2023
"@NIUKCommunity Manchester 

Rent 2bed: £790
Council tax: £117
Water: 15 - £24 (depends on usage)
Energy: £80 - £170 (depends on usage)
TV : N/A
Transportation: £50 fuel/insurance: 140/road Tax: 0 
WiFi: £18
Mobile £20
Groceries: £100 - £150
Clothing: occasionally £100
Entertainment: £30",Victor,Sun Jul 16 12:44:53 +0000 2023
"Rent £800 (1 bed)
Council Tax £83
Energy £86 (Summer); £150 (Winter)
Water £38
TV license NA
Transportation £50 (bus)
Wifi/mobile date £19 (mobile); £36 (Wi-Fi)
Groceries £400
Clothing £200
Entertainment £200  

Location is Manchester",Oluwadamilola ❤️❤️,Sun Jul 16 10:32:13 +0000 2023
"@NIUKCommunity DUNDEE

Rent £450
Council tax £133
Energy £150
Water £0
TV license £0
Transportation £65
Mobile data £10 (sim contract)
Groceries about £120
Entertainment £16",Amidat Temilade Kareem,Sun Jul 16 12:02:24 +0000 2023
"Nigerians in the UK. 

What is the average monthly bills in your city?

City - Glasgow

Rent - 600
Council Tax - 0
Energy/Gas- 200
Water - part of council tax
TV license - 0
Transportation - 200
Wifi/mobile date - 25
Groceries - 200
Clothing - not every time 
Entertainment - 0",Cyber 🇳🇬,Mon Jul 17 12:30:52 +0000 2023
"@NIUKCommunity Glasgow
Rent- £316 Two Bedroom
Council Tax- £111 monthly 
Energy- £140 (From August 5, it will be £93)
Water- £0
TV license- £0
Transportation- £150
Wifi/mobile data- £39/£50
Groceries- £200
Clothing- £100
Entertainment- £100
TV, Gas Cooker, Washing Machine Insurance-£13",JA,Mon Jul 17 04:55:32 +0000 2023
"Glasgow 

Rent 2bedroom £750
Council tax £177
Energy and water bills £143
TV license £15
Transportation £100
WiFi+mobile data £30
Groceries (family of 4) £350
Clothing £100
Entertainment £80
Black tax £500",Kunle,Sun Jul 16 20:38:58 +0000 2023
"@NIUKCommunity Rent   520.   1 bed.  Glasgow 
Council Tax 
Energy  103
Water   Free. 
TV license 15
Transportation  90
Wifi/mobile date 43
Groceries    141-188
Clothing    Once in 4 months 
Entertainment.  28",H7🥇(EkitiBoy),Sun Jul 16 19:01:18 +0000 2023
"@NIUKCommunity Glasgow 

Rent 2bedroom £750
Council tax £177
Energy and water bills £143
TV license £15
Transportation £100
WiFi+mobile data £30
Groceries (family of 4) £350
Clothing £100
Entertainment £80",Kunle,Sun Jul 16 13:53:11 +0000 2023
"@NIUKCommunity Glasgow 
Rent 650 2bd
Council tax 125
Energy 190
Water 30
Transport/fuel 200
Broadband/data 33
Groceries 300",St. Chuk'D,Sun Jul 16 12:21:37 +0000 2023
"@chu_chu_ezekwem I know someone in London. His rent alone is 1,800. Assuming he earns 3,500 after tax . He will be left with 1,700. From 1,700, you will deduct council tax, water bill, Energy bill, car insurance, groceries shopping, fuel. The person won’t even have 500 to save.",ONYEDIKACHUKWU ANAMBRA,Sat Feb 10 20:18:52 +0000 2024
"London 

Rent £800
Council Tax inc
Energy £35 
Water inc
TV license NA
Transportation £150
Wifi/mobile date Wi-Fi inc/ mobile data £60
Groceries £200
Clothing  £100
Entertainment £500",Magnificient Daddy PhD,Mon Jul 17 20:12:55 +0000 2023
"@NIUKCommunity London 

Rent £650
Council Tax inc
Energy £10 a month for summer 
Water inc
TV license NA
Transportation £120
Wifi/mobile date Wi-Fi inc/ mobile data £9
Groceries £150
Clothing once in 3 or 5month £250
Entertainment £100",January 26 ❤️,Mon Jul 17 18:03:55 +0000 2023
"London In Jesus Name:

Rent £1500 (2bd)
Council Tax (£150)
Energy (£100)
Water (£100)
TV license (£90)
Transportation (£90)
Wifi/mobile date (£90)
Groceries (£100)
Clothing (£50)
Entertainment (£100)

Don’t say anything, just RT and move… “ape mo’ra eni la n pe temidire”",Digital Marketing Analyst | DataFestAfrica2024,Mon Jul 17 15:57:02 +0000 2023
"@KolaBilewu @NIUKCommunity I stay in Chelmsford. Essex
I believe 3 bedroom apartment 
/house Rent is from £2000 to £2500 per month 
Coucil tax is £185 per month
Energy is £250 
Water is £75
Tv license is £24
Wifi (virgin media ) is £95 
Groceries is £200
Entertainment is £150
Transport to London 150",JB_19,Mon Jul 17 10:01:13 +0000 2023
"@NIUKCommunity @KaptainObiwan Streatham, London.
Rent: £1500
Council Tax: £145
Energy: £250
Water: £21
TV License: N/A
Transport: £300 (myself &amp; Spouse)
Wi-Fi/Mobile: £100 (myself &amp; Spouse)
Groceries: £450-£500
Clothing: £500 (for when we want shop)
Entertainment: £100 (for when we eat out).",Ada,Mon Jul 17 09:02:44 +0000 2023
"Rent :- £800  PCM all inclusive (S.E london)
Council Tax N/A
Energy N/A
Water N/A
TV license £150 (annual) 
Transportation less than £150 fuel 
Wifi/mobile:  £25 unlimited everything with 3 (I own my phone outright) 

Groceries £25 
Clothing:- less £500py
Charity £10pm (shelter)",The Bricklayers Son 🧘🏾‍♂️🌳,Sun Jul 16 23:28:37 +0000 2023
"London:

Rent: £0
Council Tax: £0
Energy: £0
Water: £0
TV license£ 0
Transportation: £0
Wifi/mobile date: £0
Groceries: £0
Clothing: £0
Entertainment: £

Thank God for God and my sugar mummy &gt;&gt;&gt;&gt;&gt;&gt;",Bishop of the Diocese of Oyo,Sun Jul 16 19:30:16 +0000 2023
"London- Monthly expense
Rent - 1,800 2bedroom flat
Council Tax - £150
Energy -£60
Water -£60
TV license - £15
Transportation - £125
Wifi/mobile date -£60
Groceries -£250
Clothing - £50
Entertainment-
Road tax- £32
Parking tax-£25
Car finance - £150
£2,777",Ladyinred,Sun Jul 16 17:53:34 +0000 2023
"@NIUKCommunity London Luton 

Rent (2bedroom shared)- £450
C Tax - £0
Energy - £0
Water £42
TV licence - £0
Transport- £270 (fuel+insurance+road tax)
Wifi/Mob : £61
Groceries - £80
Clothing - £100 
Entertainment- £100

At the end, Kashaamadupe 🚶‍♂️🚶‍♂️",Quad-rick ʚїɞ,Sun Jul 16 12:24:17 +0000 2023
"@NIUKCommunity London (Thornton Heath)
Rent = 1400 (2bed)
Council Tax = 199 band C
Energy 170.18
Water = 49
TV licence =0
Transport =260 (family of 4)
Mobile = 20.8, 80(wifey phone contr)
WiFi = 28.5
Groceries/feeding =~ 490
Entertainment = my ogogoro for jedi=25
Clothing =~ 180",Temitope,Sun Jul 16 12:07:32 +0000 2023
"@NIUKCommunity London

Council Tax : £Haaa!😩
Energy :£Haa(always outside)
Water  :£Haa(always outside)
TV license :£Ha(no time to watch tv)
Transportation :£Haaa! 
Wifi/mobile date :£Haa(unlimited)
Groceries :£hanhan 
Clothing :£Ha 
Entertainment :£Ew!
Rent: £Haaàaaa!!!😭😭😭
Total=£🤕🤕🤕🤕",YemiMyLover,Sun Jul 16 11:39:26 +0000 2023
"Greenwich Peninsula, London

Rent: £2800 [2BR, 2T]
Council Tax: £185
Energy: £70
Heating: £35
Water: £30
TV license: £15
Transportation: £120
Wifi/mobile date: £21 / £31
Groceries: £150
Entertainment: £100 max",UGO 🇬🇧,Sun Jul 16 11:33:16 +0000 2023
"@NIUKCommunity Osapa London
Rent 1bd - £1,200
C Tax - £156
Energy - £136
Water £46
TV licence - £39 then £20 I think
Transport- £100 fuel
Wifi/Mob : £30
Groceries - £200 
Clothing - £100 
Entertainment- £200
Car insurance £85
Vehicle tax £28",Stable Genius,Sun Jul 16 10:24:50 +0000 2023
"The average UK costs (excluding London) for the following are: Rent £10,084; Energy &amp; Fuel £,2089; Water £194; Council Tax £1493; Groceries £4,067 (based on the cost of a Trussell Trust Emergency 3 Day Food Parcel for a family of 4 @ £11.14/day) thats a total of £17,927. 2/4",Wyndham,Mon Jun 20 08:26:25 +0000 2022
"The average graduate salary in London is £31,257.

After the increase of NI, tax and student loan repayment, you’re left with £2,013.11 per month.

The average rent for new tenancies is £1,572.

So that leaves £441.11 for council tax, energy bills, water, groceries, etc.????",Sadiq,Thu Feb 03 14:59:33 +0000 2022
"@NIUKCommunity @Oluomoofderby Average monthly bills in Swanley for a 2 bed house.

Rent £1300
Council Tax £170
Energy  £250
Water  £32
TV license £13.25
Transportation £200
Wifi/mobile date £45
Groceries £300
Clothing  £50
Entertainment £400",Jon Ogunbiyi,Sun Jul 16 09:12:26 +0000 2023
"@NIUKCommunity Northampton 
Rent 675
Council Tax 165
Energy 100
Water 30
TV license 15
Transportation 150
Wifi/mobile date 70
Groceries 200
Clothing 200/250 quarterly 
Entertainment wetin consign me
Car insurance 200",BABZZ🕙,Sun Jul 16 22:33:07 +0000 2023
"@NIUKCommunity Northampton 

Rent  £850 (2bed flat) city centre
Council Tax  137
Energy 100 each
Water £80 quarterly
TV license 0
Transportation 0
Wifi/mobile date £35
Groceries £100-£250
Clothing £200 maybe twice a year
Entertainment £30 (apple music, amazon prime)

£1330- £1680",Pheyi,Sun Jul 16 12:30:23 +0000 2023
"@NIUKCommunity Northampton 

Rent £678 2bed
Council Tax  £160
Energy £117
Water £44
TV license nil
Transportation £50
Wifi/mobile date £45
Groceries £200
Clothing not a monthly thing 
Entertainment £0",TemiT O,Sun Jul 16 09:51:11 +0000 2023
"@NIUKCommunity Durham

Rent- £495 2Bedroom

Council Tax- £178 monthly

Energy- £95 monthly

Water- £45 quarterly

Transportation- £200

WiFi- £156 (2 iPhones + Broadband)

Groceries- £200

Clothing, entertainment only God knows.

NB: You see say na God dey save me?😮‍💨",Dave💙,Sun Jul 16 09:56:25 +0000 2023
"Sheffield
Rent - 2Bed £600
Council Tax -£150
Energy - £130
Water - £30
TV license - £20
Transportation - £135
Wifi &amp; mobile date - £50
Groceries and feeding - £300
Clothing - £100
Entertainment - £50
Total - £1565",God's Word came to pass,Mon Jul 17 13:07:14 +0000 2023
"@Zubairthedream Dey play

Rent— £7,345
Council Tax — £976
Energy— £4300
Water— £2576
TV license -0
Transportation- £9000
Wifi/mobile date— £700
Groceries— £4500
Clothing —£13,500
Entertainment — £300

Location: Sheffield",CyberTechBro,Mon Jul 17 10:54:32 +0000 2023
"@NIUKCommunity Sheffield 
Rent £765 (3 bed) 10 min drive to city Centre
Council Tax £160
Energy &amp; Gas £140
Water £41
TV license £13
Fuel £200 
Wifi/mobile date £45
Groceries £300
Entertainment £100",Ømotâyo ÃbdûL,Sun Jul 16 10:28:35 +0000 2023
"@DHKRULLAH Family of 5, Sheffield.

Rent- £850
Energy - £250
Car insurance -£160
Food -£300
Groceries -£200
Water -£30
Wifi -£37
Fuel -£250
Tfare -others - £120
Kids activities-£100
Arabic Class - £40
Entertainmnt- £100
Council tax - £147
Total £2,584

No Cloth, salon, Rotax, Mob phone bill",Omolakale,Sat Jul 15 21:37:07 +0000 2023
"For Leicester.

Rent: £525 (Studio/city center)
Council Tax: £92 
Energy: £58 
Water: £0 
Tv licence: £0 
Transportation: £0 ( I walk to work/ use the hospital hopper)
Mobile data: £31
Groceries: £150
Clothing: £0 (I just buy when I want)
Entertainment: £0 (I entertain myself)",TrippleIII,Mon Jul 17 00:40:33 +0000 2023
"Location Leicester 

Rent- £1k(3bed)
Council Tax- £155
Energy - £150(gas and electricity)
Water -£60
TV license -
Transportation - £66.5(monthly adult)
Wifi/mobile date -£25
Groceries £400
Clothing- no monthly bill
Entertainment- £100",Awwal Ayoola,Sun Jul 16 13:31:16 +0000 2023
"@NIUKCommunity Leicester.

Rent £1,000
Council Tax - £146
Energy: £150
Water: £29
Broadband: £39
Groceries: £250
Clothing: £150
Entertainment (beer &amp; whiskey): £40
CDs: £17",Nzechukwu Ken,Sun Jul 16 12:48:17 +0000 2023
"@NIUKCommunity Location: Leicester 

Rent : £650
Council Tax : £150
Energy : £150
Water : £40
TV license : £0
Transportation : £700 (i travel a lot)
Wifi/mobile data : £30
Groceries : £200
Clothing : £100
Entertainment: £100 (i no de comot)

Total: £2120",Idamu twittar,Sun Jul 16 11:15:13 +0000 2023
"@NIUKCommunity Dunfermline (Scotland)
Rent : £825 ( 3bd terrace)
Council Tax : 150(water bill included- Band C)
Energy : £120
TV license : £15
Transportation: £100(Family of 5)
Wifi/mobile data: £40
Groceries: £300
Clothing : £100
Entertainment: £100
Total= £1750",Bimpxie,Mon Jul 17 06:01:25 +0000 2023
"@Omoiyaoluko @NIUKCommunity Edinburgh  Scotland

Rent      £1,000 (2bedroom, city centre)
Council Tax £170
Energy £220 (Gas and Electricity)
Water (part of council tax)
TV license £36
Transportation £60
Wifi/mobile date £22
Groceries £300
Clothing nil
Entertainment (no outings)
Misc: 150
Total: £1,958",Miorbhail Gràs,Mon Jul 17 04:01:08 +0000 2023
"@NIUKCommunity Edinburgh, Scotland 

Rent £1,100 (2bed flat)
Council Tax £209
Energy £126
Water N/A
TV license N/A
Transportation £80 (fuel) + 68 (Insurance)
Wifi /mobile date £35 + £12 + £15
Groceries £250
Clothing - No idea 
Entertainment - Na big men dy get entertainment",Mr Timmy,Mon Jul 17 01:34:16 +0000 2023
"@NIUKCommunity @ExobizNG Bathgate (Scotland)
Rent- £670/month  for 2 bedrooms (2 toilets/shower)
Council tax - £190/month
Energy (Electricity &amp; Gas)- £100/month
Water- included in council tax
TV Licence - Does not apply
Transport- relative, but the bus is cheap
Wifi/Broadband- £29/month
Groceries- £190",Attah of Edinburgh 🇳🇬 🇬🇧,Sun Jul 16 21:05:37 +0000 2023
"@NIUKCommunity Paisley Scotland 

Rent = 700
Council Tax = 120
Energy =120
Water =0
TV license =25
Transportation = 130
Wifi/mobile date =110
Groceries = 350 (Family of 3)
Clothing N/A
Entertainment= N/A",Uduak,Sun Jul 16 19:35:32 +0000 2023
"@NIUKCommunity 2 bed Motherwell, Scotland 

Rent -500
Council Tax - 
Energy - 80
Water -free
TV license - N/A
Transportation - 120 fuel for car
Wifi/mobile date - 45
Groceries - 200
Clothing - no budget o
Entertainment - as the spirit leads",🧘Mobolaji,Sun Jul 16 11:29:14 +0000 2023
"Luton (Student )

Rent £550 (Bill inclusive )
Council Tax NA
Energy NA
Water NA
TV license NA
Transportation : £80 (to Work only)
Wifi/mobile data: £10
Groceries : £50
Clothing : £ 100 every 3 months 
Entertainment: prime £5",Educated Sallaf🌛,Tue Jul 18 11:22:45 +0000 2023
"@NIUKCommunity London Luton 

Rent (2bedroom shared)- £450
C Tax - £0
Energy - £0
Water £42
TV licence - £0
Transport- £270 (fuel+insurance+road tax)
Wifi/Mob : £61
Groceries - £80
Clothing - £100 
Entertainment- £100

At the end, Kashaamadupe 🚶‍♂️🚶‍♂️",Quad-rick ʚїɞ,Sun Jul 16 12:24:17 +0000 2023
"London 

Rent £800
Council Tax inc
Energy £35 
Water inc
TV license NA
Transportation £150
Wifi/mobile date Wi-Fi inc/ mobile data £60
Groceries £200
Clothing  £100
Entertainment £500",Magnificient Daddy PhD,Mon Jul 17 20:12:55 +0000 2023
"@KolaBilewu @NIUKCommunity I stay in Chelmsford. Essex
I believe 3 bedroom apartment 
/house Rent is from £2000 to £2500 per month 
Coucil tax is £185 per month
Energy is £250 
Water is £75
Tv license is £24
Wifi (virgin media ) is £95 
Groceries is £200
Entertainment is £150
Transport to London 150",JB_19,Mon Jul 17 10:01:13 +0000 2023
"@NIUKCommunity Bachelor 😊
City: Harlow, Essex 
Rent: £668
Council Tax: included in the rent 
Energy: included in the rent
Water: included in the rent
📺 licence: Nil
Phone contract: £55.55
Gym: £20
WiFi/ Data: £20
Groceries: £150 varies 
Clothing: £150
Entertainment: £20

Na God get power😎",Rakitic😊,Sun Jul 16 13:37:42 +0000 2023
"@NIUKCommunity Bedford 
Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile date 
Groceries 
Clothing 
Entertainment

Hmmm let's sha thank God for He is my Shepherd, i shall not want",Damilola Urhiemefe Longe,Sun Jul 16 20:57:45 +0000 2023
