text,username,timestamp
"Ghanaians in UK, what are the average monthly bills in your city?

Rent: £
Council Tax: £
Energy: £
Water: £
TV license: £
Transport: £
Wifi/data: £
Groceries: £
Clothing: £
Entertainment: £

https://t.co/uzD0BvLNXv",CediRates,Sun Aug 06 09:48:14 +0000 2023
"Rent - £990(Salford Quay)
Council Tax 
Energy - inclusive 
Water - inclusive
TV license - inclusive
Transportation - £50
Wifi/mobile date - £12
Groceries -£100
Clothing - £50(klarna spread)
Entertainment - £100",Peraisakop DaddyCoco,Thu Jul 20 10:41:38 +0000 2023
"Luton (Student )

Rent £550 (Bill inclusive )
Council Tax NA
Energy NA
Water NA
TV license NA
Transportation : £80 (to Work only)
Wifi/mobile data: £10
Groceries : £50
Clothing : £ 100 every 3 months 
Entertainment: prime £5",Educated Sallaf🌛,Tue Jul 18 11:22:45 +0000 2023
"Walsall

Rent. 575
Council Tax   140
Energy  100 to 240 depending on season
Water 12
TV license      I no dey watch tv
Transportation 100 to 200
Wifi/mobile date 40
Groceries       200
Clothing          lol
Entertainment lol
PS: flat with family",MAYOR OF THE SOUTH WEST,Mon Jul 17 21:19:43 +0000 2023
"Rent - 495
Council Tax - 0 
Energy - 0
Water - 0
TV license - 0 
Transportation - 61
Wifi/mobile date - 10
Groceries - 60
Clothing - 100
Entertainment - 50",Blackhole,Mon Jul 17 21:13:53 +0000 2023
"London 

Rent £800
Council Tax inc
Energy £35 
Water inc
TV license NA
Transportation £150
Wifi/mobile date Wi-Fi inc/ mobile data £60
Groceries £200
Clothing  £100
Entertainment £500",Magnificient Daddy PhD,Mon Jul 17 20:12:55 +0000 2023
"Rent : 650
Council Tax : 110
Energy : 120
Water : 50
TV license : NA
Transportation : 500
Wifi/mobile date : 42
Groceries : 200
Clothing : 200
Entertainment: 250",𝙰𝚍𝚎𝚝𝚘𝚕𝚊,Mon Jul 17 20:02:23 +0000 2023
"@NIUKCommunity Colchester

Rent 700
C/Tax 102
Energy 100
Water 30
TV license 0
Trans 120
Mobile 25
Groceries 300
Clothing 30
Entertainment 0 (I no dey comot)",Olajide,Mon Jul 17 19:31:42 +0000 2023
"@NIUKCommunity Guildford (Surrey)

Rent - £1600 (2bed)
Council tax  - £140
Energy - £240
Water - 56 (quarterly)
TV license ( what’s that)
Transportation (£250)
Wi-Fi / Data (£25 virgin media / £35 EE)
Groceries (£200)
Clothing (£200)
Entertainment (never budgeted )

Total -£2756",Walter White,Mon Jul 17 18:04:43 +0000 2023
"@NIUKCommunity London 

Rent £650
Council Tax inc
Energy £10 a month for summer 
Water inc
TV license NA
Transportation £120
Wifi/mobile date Wi-Fi inc/ mobile data £9
Groceries £150
Clothing once in 3 or 5month £250
Entertainment £100",January 26 ❤️,Mon Jul 17 18:03:55 +0000 2023
"@NIUKCommunity Kent: Rent £1,200 2bedroom
Council Tax £150
Energy £300
Water £50
TV license £25
Transportation £150
Wifi/mobile date £30
Groceries £400
Clothing £100
Entertainment £100",Akonuche,Mon Jul 17 17:11:35 +0000 2023
"@NIUKCommunity Rent— £450
Council Tax — £250
Energy— £350
Water— £250
TV license -£50
Transportation- £160
Wifi/mobile date— £40
Groceries— £250
Clothing —£100
Entertainment — £57",March 10,Mon Jul 17 17:05:52 +0000 2023
"@NIUKCommunity Birmingham 
Rent  £435  (studio)
Council Tax N/A
Energy £100
Water N/A
TV license N/A
Transportation Bus £55 
Wifi/mobile date £45 (2phones 1broadban)
Groceries £150
Clothing £80
Entertainment £100
Average £900 - £1000 monthly",Anuoluwaposimi,Mon Jul 17 16:53:19 +0000 2023
"Birmingham 
Rent  £435  (studio)
Council Tax N/A
Energy £100
Water N/A
TV license N/A
Transportation Bus £55 
Wifi/mobile date £45 (2phones 1broadban)
Groceries £150
Clothing £80
Entertainment £100
Average £900 - £1000 monthly",Anuoluwaposimi,Mon Jul 17 16:52:59 +0000 2023
"@NIUKCommunity Rent - 895
Council Tax - 0 
Energy - did £75 last month but on direct debit of £190
Water - bi monthly £150
TV license -0
Transportation - £90 for two people 
Wifi/mobile data -£26.50+ £6
Groceries -£500
Clothing -£100 or less
Entertainment-£30 or Less",Soft-Ajebo™ PHD,Mon Jul 17 16:02:12 +0000 2023
"London In Jesus Name:

Rent £1500 (2bd)
Council Tax (£150)
Energy (£100)
Water (£100)
TV license (£90)
Transportation (£90)
Wifi/mobile date (£90)
Groceries (£100)
Clothing (£50)
Entertainment (£100)

Don’t say anything, just RT and move… “ape mo’ra eni la n pe temidire”",Digital Marketing Analyst | DataFestAfrica2024,Mon Jul 17 15:57:02 +0000 2023
"Student 😂

Rent 368 (Bill inclusive )
Council Tax NA
Energy NA
Water NA
TV license NA
Transportation : Bike (school and work)
Wifi/mobile date : £25
Groceries : £60
Clothing : £ 100 every 3 months 
Entertainment: prime £5 and Netflix #1,200",Heritage,Mon Jul 17 15:55:31 +0000 2023
"Belfast NI

Rent     £350. 2bdrm shared  
Council Tax : n/a
Energy : £50
Water : n/a
TV license: n/a
Transportation work remotely: £20  
Wifi/mobile date :£65
Groceries : £200
Clothing : £200 not monthly though 
Entertainment: £70",Ozi,Mon Jul 17 14:32:37 +0000 2023
"People forget that when you rent a property it isn’t ONLY rent you have to pay for!!

Household bills:
TV licence
Gas
Electric
Water
Council Tax
Broadband
A TV package of some kind (Sky, BT or Virgin)

Then there’s food shopping which adds up quickly!!!

Then you have to think",Photographer,Sun Jan 27 12:49:44 +0000 2019
"#bbcgms tell us 6% of Scotland’s population struggle to pay council tax. It’s not based on pop but household. 270,000 of approx 2.5m homes, disregarding those not eligible to pay, suggest it’s closer to 15% - a shocking stat and one to remember when BBC bang on about Govt freeze. https://t.co/0DaM3cdCH2",Phantom Power,Mon Mar 04 07:17:52 +0000 2024
"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024
"Glasgow 

Rent 2bedroom £750
Council tax £177
Energy and water bills £143
TV license £15
Transportation £100
WiFi+mobile data £30
Groceries (family of 4) £350
Clothing £100
Entertainment £80
Black tax £500",Kunle,Sun Jul 16 20:38:58 +0000 2023
in england you have to pay a whole ass other bill for water. water! in scotland it's just part of your council tax! you don't even notice it!,𝔐𝔞𝔤𝔫𝔢𝔱𝔰 🧲,Sat Apr 02 18:29:06 +0000 2022
"Moving to Scotland check list: 

— get a visa 
— get a bank account 
— get a licence to watch TV in your own home https://t.co/2Eq8CL3bs9",SOPHIE,Mon May 27 13:10:29 +0000 2024
"Council Tax for 2024/25 has been frozen at the 2023/24 charge. If you have received your Council Tax bill and you are wondering why it has gone up, it is due to a Scottish Water increase for water supply and waste water.

More info: https://t.co/rXImkxDtO3 https://t.co/rIJiaQ2o5W",Aberdeen City Council,Mon Mar 18 18:01:06 +0000 2024
Council tax? Water? Electric? Heating? Internet? TV license? Phones aren't £15/m btw. Belongings? Toiletries? Medications? Avocados?,Nat,Tue Mar 02 15:41:10 +0000 2021
"There will be valid reasons why ScotGov’s paying council tax and TV licences for some properties. Others require further explanation, yet none forthcoming … https://t.co/YNwh96b335",Aviemore,Thu Aug 10 09:09:53 +0000 2023
"@AnnieWellsMSP And how much have they gone up south way??? Ours have been frozen for 3 years and bedroom tax is not law,Why do we send water,electricity and gas to wastemonster and have to pay more to have it returned from where it came from,to finish l will always vote SNP not robbing us blind",fiona Extremist💙🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪✊,Tue Jul 25 12:33:54 +0000 2023
@BBCRadioScot Yes because my council tax is £500 less than it would be in England. I don't have £400 to pay for water. I can travel free on a bus. I don't pay for prescriptions or further education for my children. No chance of BBC reporting that though.,Alex MacLeod 🌻,Mon Sep 26 08:12:14 +0000 2022
"Our council tax in Aberdeen is almost £4,000 per annum. What do I get for that…..almost nothing. Aberdeen is in one sorry state, as is the rest of Scotland after 17 miserable years of the SNP. Insanity is doing the same thing over and over and expecting different results.",Becky Argyle,Tue Jun 11 15:42:49 +0000 2024
@CSBlackett I totally agree with that statement I’m on UC aged 60 years young after paying essential bills fuel prepayment meter council tax. My water rates taken direct from UC  I have £1.80 left for food a week Just had a letter my TV licence has been cancelled,Alyson,Thu Apr 21 20:55:34 +0000 2022
"Imagine living in a backward country that forces you to pay a tax for television that is extremely right wing?

Thanks English gov.",Jan Venegoor of Citylink,Fri Mar 10 19:27:37 +0000 2023
"@AndrewH56488884 @AustinRSheridan Scrapping council tax will starve the council of money,electricity and gas are reserved policies along with broadcasting and the TV licence.",Derek McGillivray 🏴󠁧󠁢󠁳󠁣󠁴󠁿😎,Fri Jul 12 18:55:38 +0000 2024
@rainie1410 Do 45% of Scots use no energy? VAT is charged on that. Do 45% of Scots never buy anything? VAT is charged on that? Are 45% of Scots unemployed. Because if they're not they pay IT and NICs. Do 45% of Scots not pay council tax? Insurance premium tax? Alcohol/tobacco/petrol duties.,Staples,Fri Nov 04 16:50:53 +0000 2022
"@gamecenarblx Hahahaha, in the UK we have the “TV license” 
I think, the majority don’t pay it. At least in Scotland anyway.",Hugh Jarse,Thu Jul 11 05:51:06 +0000 2024
"Aberdeen Council tax to increase by 4%, our car parking permit to increase from £60 to £200 and £30 for garden removal permit. We are retired &amp; presently pay over £3,600 per annum council tax. I honestly don’t know what we are paying for as our city is so neglected.",Becky Argyle,Tue Feb 14 08:49:20 +0000 2023
"@iris_frs @RedYoungTYR Water bills are still a thing even though you pay it as part of your council tax, I’ve just left Scotland. Our council tax bill went up this year because the water part went up, even though the council tax itself is frozen.",Maria King,Thu Jul 11 18:41:01 +0000 2024
"@MeePlusYou Alright.

House rent : £1200 3bed rm
Council tax : £110
Gas :100 not constant(higher) 
Electricity : 100
Water : £57.75
WiFi : £20
Tv : £57

Call and data : £36
Buspass/car to be discussed when you posted yours.
I'm currently working with the NHS.",🇳🇬Patrick Omoyeni Ⓜ️🇬🇧,Tue Jul 09 15:56:45 +0000 2024
"We chat with NDP Leader Claudia Chender to find out more about her party calling on the Houston government to cut the grocery tax and help families afford food. In NS, sales tax isn’t charged on food items classified as ‘basic groceries’ but many grocery items are still taxed. https://t.co/4rJx5uKTSb",Global Halifax,Wed May 24 13:26:39 +0000 2023
"For every Nilespecial you take this afternoon , you will be  paying ugx 475 as tax . Let’s drink more , AAA wants ugx 400M at the end of next week for Easter . https://t.co/Z4yCI0SIG0",Abbott,Sun Mar 24 11:23:17 +0000 2024
"You see a lot of labour reps taking aim at PBP for voting not to increase the property tax. 

Their argument is we need services etc.. 

We are in an unprecedented cost of living crisis but if I’m not mistaken that was also their stance for the need to introduce water charges! 🙃 https://t.co/PVZGSsWr6y",Bernard Mulvany 🥑,Tue Oct 03 05:30:12 +0000 2023
"Finance Minister Muhammad Aurangzeb on Thursday claimed that the middle class can pay 18% sales tax on packaged milk and the salaried persons can also bear an increase in income tax. He; however, ducked a question on furnishing a surety about not bringing a mini-budget even after",Shahbaz Rana,Fri Jun 14 02:15:42 +0000 2024
"This coming from a party that wanted to tax people for water.

Never forget what @labour tried to introduce when last in government &amp; what they stood behind &amp; what they still believe was the correct thing to do.",Brendan Byrne,Sun Oct 29 00:58:00 +0000 2023
"Let's say the salary is 200k
30% tax on 100k =170k (it depends 25-30%) I heard the first 100k doesn't count. 
Monthly bills
Water board: if it's 15k then you pay K2,475 (16.5% tax)
Escom: if it's 20k then you pay K3,300 (16.5% tax) 
Tax on Groceries 💔

Open for corrections!! 🤝",Shane Kondowe,Sun Jul 02 04:59:18 +0000 2023
Virginia Residents Will See Taxes On Groceries And Personal Hygiene Products Reduced Beginning Jan. 1 https://t.co/dFwpMlYqzz https://t.co/5LmllDEDj7,Baller Alert 🚨,Mon Jan 02 00:35:35 +0000 2023
"Mazoe is cheaper in South African supermarkets because the South African Government is not on heat looking for taxes in crazy places.

What makes goods and services expensive in Zimbabwe are the punishing taxes imposed on Zimbabweans by the Government.

Zambian goods that pass",Hopewell Chin’ono,Thu Feb 15 16:18:38 +0000 2024
Waitrose has followed Tesco's lead and started paying tampon tax for customers https://t.co/Vxv6NitLwG https://t.co/c46OGMAZct,Stylist Magazine,Thu Aug 10 13:32:01 +0000 2017
Husband bought a 6 pk of river rock water in @dunnesstores for €6 the very same 6 pk a month ago cost €3.50. He was then charged an extra €1.50 government tax. I’m fûcking fuming. Well fuck that all them fucking bottles will be collected &amp; fucked back in that machine FUMING.,Angela 🇮🇪 🌸,Fri Feb 23 19:41:41 +0000 2024
Ontario to make groceries even more expensive with new 'pop can tax' this spring https://t.co/T74uZaP3K1 #Ontario #Tax,blogTO,Fri Feb 10 23:00:01 +0000 2023
"This POS had a 12k grocery bill a month and $300 alone for water bottles. 

This guy feels zero pain, is a grocery tax coming? 

#TrudeauWorstPMEver",NBegin💎,Thu Sep 14 22:01:01 +0000 2023
"Bedford Council, @BedfordTweets is set to increase council tax by a record 4.99%, the maximum they can increase council tax without triggering a referendum. This rise comes at a time when household budgets are already under pressure.

Also, as other councils are effectively",Peter It’s McComing Home 🏴‍☠️,Fri Jan 26 20:42:05 +0000 2024
Nearly a tax free shop. VAT on cleaning products etc and wine. But none on processed/junk as none.  Because no tax on real food… just wiping your bum after! https://t.co/JOacwTb6Uu,Liz Kershaw,Thu Apr 25 12:22:43 +0000 2024
"I had to re-read the notice below. One would think it’s for any Zimbo importing a space shuttle. But nope, it’s for groceries. The GOV is making people pay tax on food already taxed in another country. @edmnangagwa - you failed. Why don’t you do the decent thing and step down. https://t.co/dBpwaz4fbk",Max Lion,Mon Jun 01 15:20:55 +0000 2020
We can't even get regular water supplies in our homes at a time we are facing a pandemic and we are being told to our faces that we are still not being taxed enough and we should compare our taxes to those of Europe. We would gladly pay these taxes if it was not being stolen.,Fredrick Nyambare 🐐,Tue Mar 16 14:54:44 +0000 2021
Just got my motor tax reminder. Guess that means I've paid for my water already this year so? #Right2Water #mar21,Joan Byrne 🐝,Wed Mar 04 13:08:01 +0000 2015
"I fully agree with Myleene Klass, they'll be taxing water next! probably call it ""water rates"" and send you a monthly bill!, it's madness!!!",George Bernard Shaw,Tue Nov 18 15:15:03 +0000 2014
"The Houston gov't should cut taxes on grocery items like prepared salads and other currently taxed foods. In Nova Scotia, sales tax is not charged on ‘basic groceries’, but many everyday grocery items are excluded. Cutting the grocery tax would help lower grocery bills. #nspoli https://t.co/lAuMqsrsII",Nova Scotia NDP,Tue May 23 18:56:27 +0000 2023
"I pulled this info from the internet - just so people stop screaming about taxes on Groceries - these items of grocery - no tax:
*breads and cereals
*dairy products (unflavoured milk, cheese, butter, cream, sour cream, yogurt)
*eggs
*fish
*all fruits
*meat (beef, poultry, pork /1",Cheryl in Nova Scotia 🍁🇨🇦🦞,Mon Sep 18 13:12:22 +0000 2023
"@NIUKCommunity Bedford 
Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile date 
Groceries 
Clothing 
Entertainment

Hmmm let's sha thank God for He is my Shepherd, i shall not want",Damilola Urhiemefe Longe,Sun Jul 16 20:57:45 +0000 2023
"@NIUKCommunity Bedford
One bedroom: £600
Council tax: 140
Water and internet: 60
Car insurance: 110
Fuel: 150
Groceries: 300
Electric and gas: 150
Phone contr: 40
Vehicle tax: 20",Ola,Sun Jul 16 11:31:47 +0000 2023
"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024
"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2023)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £100
Water £40
TV license £15
Transportation £150
Wifi/mobile date £60
Groceries £300
Clothing £300
Entertainment £200

Total £1975",SK 🇬🇧🇬🇧,Sat Jul 15 17:19:11 +0000 2023
"Birmingham:

Rent: £975
Council Tax: £180
Energy: £100
Water: £28
TV license£ 0
Transportation: £200
Wifi/mobile date: £80 (my phone plus wifi at home)
Groceries: £250
Clothing: £300-£500
Entertainment: £200",nwamaka.,Sun Jul 16 11:58:37 +0000 2023
"Average monthly bills for a bachelor in the UK (location Birmingham)

House rent £500 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £70
Water £40
TV license £15
Transportation £110
Wifi £25
Mobile data £20
Groceries £200
Clothing £300
Miscellaneous £100

Total £1490",SK 🇬🇧🇬🇧,Wed Jun 22 22:34:58 +0000 2022
"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023
"Birmingham 
Rent  £435  (studio)
Council Tax N/A
Energy £100
Water N/A
TV license N/A
Transportation Bus £55 
Wifi/mobile date £45 (2phones 1broadban)
Groceries £150
Clothing £80
Entertainment £100
Average £900 - £1000 monthly",Anuoluwaposimi,Mon Jul 17 16:52:59 +0000 2023
"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024
Bought my Laptop. Paid the tax. Paid for Netflix. Paid for Internet connection. Paid the Vat on that too. I also pay for my electricity. Pay the VAT on that too. They think I will pay Tubridy wage too???? Never. I have paid for what I watch already. No interest in fair City ta.,Mal-Paull,Mon Aug 05 09:52:53 +0000 2019
"Average monthly bills for a couple in the UK (Birmingham July 2023)

Rent £1000 (2 bed apartment)
Council Tax £124
Energy (gas/electric) £100
Water £40
TV license £15
Westmidlands Bus Pass  £55 x2 
Wifi 30
Mobile  £10 x2 
Groceries £300
Misc £200
Entertainment £200

Total £2139",🌍 A!,Sat Jul 15 17:59:08 +0000 2023
"Thames Water want £228 per month
British gas want £600 per month
Tv licence want 40+ per month
Bt want £108 per month ( I need my phone/Internet as its my life line)
2 of my children get £10 top each the months I can afford.
I support 5 people and get help with 3 of us from UC.",Lina,Sat Jul 13 10:26:57 +0000 2024
"Rent— £1,300
Council Tax — let me ask my husband 
Energy— £500
Water— £150
TV license -£0
Transportation- £0, I work from home
Wifi/mobile date— £200
Groceries— £700
Clothing —£500
Entertainment —I’m an introvert 

🌚🌚",Opeyemi Feyisike 🧣🧣,Sun Jul 16 19:07:17 +0000 2023
"Rent - £1500
Council tax - £150
All Utilities - £350 (3rd party means energy/water usage will go up)
Wifi/Netflix/Prime - £70
Actual Cost of Renting - £2,070

3rd party pays £800, owner of house pays £1,270",Dave,Fri Feb 09 09:37:19 +0000 2024
"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023
"🤣🤣🤣🤣🤣🙄

Just had a call from the Housing Office
And guess where I'm going?
In the next street!!
Rent, Council tax, Water, Gas, Electric will
be paid. I am paying everything myself here
Just utter madness..",Duchess Taya of England,Fri Mar 08 16:58:31 +0000 2024
"So far
Council tax up £30.00 a month
Electricity up 50% and rising
Petrol  - Yikes and rising
Domestic oil - 3 X the price and rising
Food/consumables - big rise
Water rates - up
Insurances - up

Income - Unchanged https://t.co/Yzghoe3h2g",sue#NHSLove💙💙💙#FBNHS #GeneralElectionNow,Mon Mar 14 11:23:36 +0000 2022
"Ian Collins asks if people living in ‘bankrupt’ Birmingham should have to pay for the ‘incompetence and negligence by officials’ as council tax there is set to go up by 21%.

@iancollinsuk | #TalkTV https://t.co/MRqhMuSEhZ",Talk,Tue Feb 20 16:05:04 +0000 2024
"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023
perhaps if councils didnt keep outsourcing services to corporations they might not be bankrupt. Bham residents set to pay 21% more tax for dimmed street lights and no bin collection? Sounds legal! Taxation = legal theft. And they could be future govt? https://t.co/jJd2y9uMzi,Malfie does not consent,Tue Mar 05 22:54:37 +0000 2024
"TWO more vulnerable women prosecuted for non-payment of her TV license fee. One woman w/mental health issues, another a mum w/four children on Universal Credit + struggling to pay existing debts, paying a fine means not feeding her kids.

Thanks to Tristan for reporting these ⬇️",David Challen,Mon Nov 13 11:04:07 +0000 2023
